category,question,answer
قوانین و مقررات,در جواب کاربرایی که میخوان کتاب های طاقچه رو صوتی کنن یا باهاش پادکست درست کنن,"دوست گرامی، سلام.

خیلی ممنونیم که ایده‌هاتون رو با ما در میون می‌ذارید و به ما کمک می‌کنید طاقچۀ بهتری بسازیم.
برای تولید کتاب صوتی و عرضۀ اون، مجوزهایی لازمه. بعضی از این مجوزها مربوط به حقوق ناشر و مؤلفه و قبل از شروع تولید کتاب صوتی، باید از ناشر متنی کتاب گرفته بشه. بدون هماهنگی با ناشر متنی کتاب، نمی‌شه کتابی رو صوتی کرد.
انتشار کتاب‌های صوتی بدون مجوزهای لازم (مثل مجوزهای مربوط به ناشر و مؤلف) پیگرد قانونی داره. 
برای گرفتن این مجوزها، گوینده‌ها باید با یه ناشر صوتی قرارداد ببندن که اون ناشر از وزارت فرهنگ و ارشاد اسلامی مجوز فعالیت داشته باشه. گوینده‌های عزیز فقط از طریق ناشر صوتی می‌تونن اقدام به تولید و انتشار کتاب صوتی بکنن.
بنابر این مسائل، ایدۀ شما به‌لحاظ قانونی امکان عملیاتی‌شدن نداره، مگر تغییراتی توی اون ایجاد بشه.
به‌هرحال باز هم از شما تشکر می‌کنیم که ایده‌تون رو به ما رسوندید. خیلی خوشحالیم که دوستان و همراهانی مثل شما داریم."
قوانین و مقررات,در پاسخ به سوال شرعی در مورد انتشار عکس های کتاب,"دوست عزیز، سلام.

محتوای نسخهٔ الکترونیکی کتاب هم مثل نسخهٔ چاپی، جزو دارایی‌های معنوی و فکری صاحب‌امتیاز کتاب محسوب می‌شه. بنابراین هرگونه چاپ یا تکثیر صفحات کتاب (بخشی از کتاب یا همهٔ آن) بدون اجازهٔ صاحب‌امتیاز اون (ناشر یا پدیدآور) غیرمجازه. این کار رو نوعی سرقت شمرده‌ن و پیگرد قانونی هم براش درنظر گرفته‌ن."
قوانین و مقررات,زمانی که کاربر به اشتباه نسخه دیجیتال کتاب رو خریداری کرده,"دوست عزیز، سلام.

شما نسخهٔ الکترونیکی کتاب رو خریدید و ما نمی‌تونیم نوع نسخهٔ کتاب رو براتون تغییر بدیم. از این بابت خیلی متأسفیم. برای مطالعهٔ کتابتون لازمه با همون شماره‌موبایل یا ایمیلی که خرید کردید، وارد حساب کاربری‌تون بشید و به بخش «کتاب‌های من» برید."
قوانین و مقررات,در پاسخ به کاربرانی که در مورد خلاصه بودن کتاب اعتراض دارند,"دوست عزیز، سلام.

خریدی که انجام دادید مربوط به نسخه خلاصه کتاب هستش و این مورد رو در توضیحات کتاب قبل از خرید بهتون گفتیم تا بتونید خرید آگاهانه‌تری داشته باشید."
قوانین و مقررات,درخواست عودت کتاب زمان خرید از سایت,"دوست عزیز، سلام.

طبق قوانین و مقررات سایت طاقچه امکان عودت وجه و لغو خرید وجود نداره. برای اینکه خرید آگاهانه‌ای داشته‌باشید زمان ثبت‌نام به این موضوع اشاره کردیم (ثبت نام شما به معنی پذیرش قوانین استفاده از طاقچه است.) و لینک مرور قوانین رو در اختیارتون گذاشتیم."
کارنامه مطالعه,کارنامه مطالعه چیست؟,"دوست عزیز، سلام.

با کمک کارنامهٔ مطالعه می‌تونید میزان مطالعه‌تون در هر روز، هفته یا ماه رو ببینید. همین‌طور می‌تونید برای خودتون هدف بذارید که در روز، هفته یا ماه چقدر مطالعه کنید، بعد به کمک کارنامهٔ مطالعه آمار مطالعه‌تون رو با هدف‌گذاری‌ای که کردید، مقایسه کنید."
کارنامه مطالعه,کتاب‌هایی که در سایت و نسخه ویندوز خواندم در کارنامه‌ام محاسبه نشده است,"دوست عزیز، سلام.
زمان مطالعه‌تون در نسخهٔ ویندوز به کارنامه‌تون اضافه می‌شه و دربارهٔ مطالعه‌های داخل وب‌سایت هم به‌زودی این امکان فراهم می‌شه."
کارنامه مطالعه,برای اضافه شدن زمان به کارنامه مطالعه باید آنلاین کتاب بخوانیم؟,"دوست عزیز، سلام.

زمان مطالعه در حالت آفلاین هم محاسبه می‌شه و هروقت آنلاین بشید و به کارنامهٔ مطالعه‌تون سر بزنید، می‌تونید زمان مطالعهٔ آفلاینتون رو هم ببینید."
کارنامه مطالعه,در کارنامه مطالعه کتاب‌های صوتی هم محاسبه می‌شوند؟,"دوست عزیز، سلام.

بله. مدت زمانی که به کتاب‌های صوتی‌تون گوش می‌دید هم به کارنامهٔ مطالعه‌تون اضافه می‌شه."
کارنامه مطالعه,زمانی که کاربر اعلام میکنه مدت زمانی که مطالعه داشته به کارنامه اش اضافه نشده,"دوست عزیز، سلام.

به‌خاطر مشکل پیش‌اومده متأسفیم. لطفاً بفرمایید مدت‌زمان مطالعه‌تون در کدوم‌یک از دستگاه‌های متصل به حساب کاربری‌تون ثبت نشده. به‌جز این، برای اینکه بتونیم دقیق‌تر مشکلتون رو بررسی کنیم، ممنون می‌شیم مدت‌زمانی رو که به‌نظرتون توی کارنامهٔ مطالعه ثبت نشده، بهمون اعلام کنید."
کتابخوان,چطور دستگاه کتابخوان بخرم؟,"دوست عزیز، سلام. خوشحالیم که قصد دارید با تهیهٔ دستگاه کتابخوان تجربهٔ بهتری در مطالعهٔ کتاب داشته باشید.

به لینک زیر برید:
http://store.taaghche.com/
مشخصات دستگاه های کتابخوان رو ببینید، دستگاه دلخواهتون رو انتخاب کنید و مراحل خرید رو طی کنید.
در هر مرحله اگر سوال یا ابهامی داشتید حتماً بهمون بگید تا راهنمایی‌‌تون کنیم."
کتابخوان,میتونید بهم تخفیف بدید؟,"در پاسخ کاربران عادی:
دوست عزیز، سلام. خوشحالیم که قصد دارید با تهیهٔ دستگاه کتابخوان تجربهٔ بهتری در مطالعهٔ کتاب داشته باشید. متاسفانه در‌حال‌حاضر امکان تهیه دستگاه‌های کتابخوان با تخفیف وجود نداره.حتماً بازخوردتون رو به همکارانمون منتقل می‌کنیم.
در پاسخ کاربران سازمانی:
دوست عزیز، سلام. خوشحالیم که قصد دارید با تهیهٔ دستگاه کتابخوان تجربهٔ بهتری در مطالعهٔ کتاب داشته باشید.
در صورتی که قصد تهیه بیش از پنج دستگاه کتابخوان را دارید، لطفاً به آدرس marketing@taaghche.ir ایمیل بزنید یا با این شماره تماس بگیرید: ۰۹۳۶۴۰۶۸۲۲۶ همکاران ما شما رو راهنمایی می‌کنن."
کتابخوان,چرا نمیتونم نرم افزارهای دیگه رو روش نصب کنم,"دوست عزیز، سلام. خوشحالیم که طاقچه رو برای تهیهٔ دستگاه کتابخوان انتخاب کردید.

سیستم‌عامل دستگاه‌های کتابخوان طاقچه اندرویده و محدودیتی در عملکرد این سیستم‌عامل ایجاد نشده. بنابراین می‌تونید تمام نرم‌افزارهای تحت اندروید رو روی کتابخوانتون نصب کنید. نرم‌افزار دلخواهتون رو از طریق فروشگاه‌های اندرویدی (مثل مایکت، کافه‌بازار، گوگل‌پلی) نصب کنید یا اون رو به‌طور مستقیم از وب‌سایت سازنده‌ش دریافت و نصب کنید."
